0x0000: ACCESSORIES_CONNECTED_BITMASK
0x00C6: CIRCULATION_E21_G2_DELTA_DHW
0x00C7: CIRCULATION_E21_G2_DELTA_HEATING
0x00C8: CIRCULATION_E21_G2_DHW_MEAN_VALUE
0x00C9: CIRCULATION_E21_G2_DHW_MEAN_VALUE_CASCADE
0x00CA: CIRCULATION_E21_G2_GET_MEAN_VALUE
0x00CB: CIRCULATION_E21_G2_HEATING_MEAN_VALUE
0x00CC: CIRCULATION_E21_G2_HEATING_MEAN_VALUE_CASCADE
0x00CD: CIRCULATION_E21_G2_IDLE_SPEED
0x00CE: CIRCULATION_E21_G2_PID_CALCULATED_MEASUREMENT
0x00D0: CIRCULATION_E21_G2_PID_SETPOINT
0x00D2: CIRCULATION_E21_G2_SIGNAL
0x00D3: CIRCULATION_E21_G2_USER_SET_PERCENT
0x00D4: CIRCULATION_E22_G2_DELTA_DHW
0x00D5: CIRCULATION_E22_G2_DELTA_HEATING
0x00D6: CIRCULATION_E22_G2_DHW_MEAN_VALUE
0x00D7: CIRCULATION_E22_G2_DHW_MEAN_VALUE_CASCADE
0x00D8: CIRCULATION_E22_G2_GET_MEAN_VALUE
0x00D9: CIRCULATION_E22_G2_HEATING_MEAN_VALUE
0x00DA: CIRCULATION_E22_G2_HEATING_MEAN_VALUE_CASCADE
0x00DB: CIRCULATION_E22_G2_IDLE_SPEED
0x00DC: CIRCULATION_E22_G2_PID_CALCULATED_MEASUREMENT
0x00DE: CIRCULATION_E22_G2_PID_SETPOINT
0x00E0: CIRCULATION_E22_G2_SIGNAL
0x00E1: CIRCULATION_E22_G2_USER_SET_PERCENT
0x00E2: CIRCULATION_E74_G1_DIGITAL
0x00E3: CIRCULATION_G2_DELTA_DHW_AT_LOW_T12
0x00E4: CIRCULATION_G2_PID_D
0x00E6: CIRCULATION_G2_PID_I
0x00E8: CIRCULATION_G2_PID_MAX
0x00EA: CIRCULATION_G2_PID_MIN
0x00EC: CIRCULATION_G2_PID_P
0x00EE: CIRCULATION_G2_TYPE
0x00EF: CIRCULATION_G2_VOLTAGE_AT_0
0x00F0: CIRCULATION_G2_VOLTAGE_AT_100
0x00F1: COMMUNICATION_BASECARD_E21_RESTART_DETECTED
0x00F2: COMMUNICATION_BASECARD_E22_RESTART_DETECTED
0x00F3: COMMUNICATION_FAILED_SENDINGS
0x00F4: COMMUNICATION_SEND_SEC_ROOMSENSOR_STATUS
0x00F5: COMPRESSORS_CONNECTED_COUNT
0x00F6: COMPRESSOR_1_POWER_INPUT
0x00FA: COMPRESSOR_1_POWER_OUTPUT
0x00FE: COMPRESSOR_2_POWER_INPUT
0x0102: COMPRESSOR_2_POWER_OUTPUT
0x0106: COMPRESSOR_ALARM
0x0107: COMPRESSOR_ALARM_2
0x0108: COMPRESSOR_BLOCKED
0x0109: COMPRESSOR_BLOCKED_2
0x010A: COMPRESSOR_CALC_HOTGAS
0x010C: COMPRESSOR_CALC_HOTGAS_2
0x010E: COMPRESSOR_CALC_HOTGAS_FILTERED
0x0110: COMPRESSOR_CALC_HOTGAS_FILTERED_2
0x0112: COMPRESSOR_COP_FREQUENCY_MAX
0x0113: COMPRESSOR_COP_FREQUENCY_MIN
0x0114: COMPRESSOR_COP_T1_SETPOINT_MAX
0x0115: COMPRESSOR_COP_T1_SETPOINT_MIN
0x0116: COMPRESSOR_DHW_REQUEST
0x0117: COMPRESSOR_E21_EXTERN_BLOCKED
0x0118: COMPRESSOR_E21_EXTERN_BLOCK_BY_E21_EXT_1
0x0119: COMPRESSOR_E21_EXTERN_BLOCK_BY_E21_EXT_2
0x011A: COMPRESSOR_E21_EXTERN_BLOCK_BY_E22_EXT_1
0x011B: COMPRESSOR_E21_EXTERN_BLOCK_BY_E22_EXT_2
0x011C: COMPRESSOR_E22_EXTERN_BLOCKED
0x011D: COMPRESSOR_E22_EXTERN_BLOCK_BY_E21_EXT_1
0x011E: COMPRESSOR_E22_EXTERN_BLOCK_BY_E21_EXT_2
0x011F: COMPRESSOR_E22_EXTERN_BLOCK_BY_E22_EXT_1
0x0120: COMPRESSOR_E22_EXTERN_BLOCK_BY_E22_EXT_2
0x0121: COMPRESSOR_E22_RESTART_HANDLING_TRIGGED
0x0122: COMPRESSOR_HEATING_REQUEST
0x0123: COMPRESSOR_MAX_FREQUENCY
0x0124: COMPRESSOR_MAX_FREQUENCY_DEV
0x0125: COMPRESSOR_MIN_FREQUENCY
0x0126: COMPRESSOR_QUICKSTART
0x0127: COMPRESSOR_REAL_FREQUENCY
0x0128: COMPRESSOR_RESTART_TIME
0x0129: COMPRESSOR_SIZE
0x012A: COMPRESSOR_SIZE_2
0x012B: COMPRESSOR_SIZE_2_DISPLAY_VALUE
0x012C: COMPRESSOR_SIZE_DISPLAY_VALUE
0x012D: COMPRESSOR_SIZE_INDEX
0x012E: COMPRESSOR_SIZE_INDEX_2
0x012F: COMPRESSOR_SIZE_LW
0x0130: COMPRESSOR_SIZE_LW_2
0x0131: COMPRESSOR_START
0x0132: COMPRESSOR_STARTUP_FREQUENCY
0x0133: COMPRESSOR_STARTUP_TIME
0x0134: COMPRESSOR_START_2
0x0135: COMPRESSOR_START_DELAY_TIME
0x0137: COMPRESSOR_STATE
0x0138: COMPRESSOR_STATE_2
0x0139: COMPRESSOR_TYPE
0x013A: COMPRESSOR_TYPE_2
0x013B: COMPRESSOR_USE_START_DELAY_TIME
0x013C: CONFIGURATION
0x013D: CONFIGURATION_BUDERUS
0x013E: COOLING_FAN_STOP_DELAY_TIME
0x013F: COUNTRY
0x0141: CPU_BOOT_COUNTER
0x0143: CRANKCASE_HEATER_BLOCK_TEMP
0x0144: CURRENT_M_VALVE
0x0145: DATE_DAY
0x0146: DATE_DAY_OF_WEEK
0x0147: DATE_HOUR
0x0148: DATE_MIN
0x0149: DATE_MONTH
0x014A: DATE_SEC
0x014B: DATE_YEAR
0x014C: DEFROST_0_DELTA_TEMPERATURE
0x014D: DEFROST_0_DELTA_TEMPERATURE_2
0x014E: DEFROST_BATTERY
0x014F: DEFROST_BATTERY_2
0x0150: DEFROST_BLOCK_DELAY_TIME
0x0151: DEFROST_BLOCK_DELAY_TIME_2
0x0152: DEFROST_CYCLE
0x0153: DEFROST_CYCLE_2
0x0154: DEFROST_CYCLE_2_CLOSING_DOWN
0x0155: DEFROST_CYCLE_CLOSING_DOWN
0x0156: DEFROST_DELAY_4_WAY_VALVE_2_SWITCH
0x0158: DEFROST_DELAY_4_WAY_VALVE_SWITCH
0x015A: DEFROST_DELAY_COMPRESSOR_2_START
0x015C: DEFROST_DELAY_COMPRESSOR_START
0x015E: DEFROST_DELTA_T12_T11
0x0160: DEFROST_DELTA_T12_T11_2
0x0162: DEFROST_DELTA_TEMPERATURE
0x0164: DEFROST_DELTA_TEMPERATURE_2
0x0166: DEFROST_DELTA_TIME
0x0168: DEFROST_DELTA_TIME_2
0x016A: DEFROST_FAN
0x016B: DEFROST_FAN_2
0x016C: DEFROST_FAN_COUNTER
0x016D: DEFROST_FAN_COUNTER_2
0x016E: DEFROST_FAN_INTERVAL_COUNTER
0x016F: DEFROST_FAN_INTERVAL_COUNTER_2
0x0170: DEFROST_FAN_TEMPERATURE_LIMIT
0x0171: DEFROST_FAN_TEMPERATURE_LIMIT_2
0x0172: DEFROST_FAN_TIME
0x0173: DEFROST_FAN_TIME_2
0x0174: DEFROST_GT11_STOP
0x0176: DEFROST_GT11_STOP_2
0x0178: DEFROST_MANUAL_START
0x0179: DEFROST_MANUAL_START_2
0x017A: DEFROST_MAX_RUNNING_TIME_BETWEEN_DEFROSTS
0x017B: DEFROST_MAX_RUNNING_TIME_BETWEEN_DEFROSTS_2
0x017C: DEFROST_MAX_TIME
0x017D: DEFROST_MAX_TIME_2
0x017E: DEFROST_MINUS10_DELTA_TEMPERATURE
0x017F: DEFROST_MINUS10_DELTA_TEMPERATURE_2
0x0180: DEFROST_MINUS20_DELTA_TEMPERATURE
0x0181: DEFROST_MINUS20_DELTA_TEMPERATURE_2
0x0182: DEFROST_OUT_START_TEMPERATURE
0x0183: DEFROST_OUT_START_TEMPERATURE_2
0x0184: DEFROST_PLUS10_DELTA_TEMPERATURE
0x0185: DEFROST_PLUS10_DELTA_TEMPERATURE_2
0x0186: DEFROST_QUIT_DELAY_TIME
0x0188: DEFROST_QUIT_DELAY_TIME_2
0x018A: DEFROST_REQUEST
0x018B: DEFROST_REQUEST_2
0x018C: DHW_BLOCKED
0x018D: DHW_BLOCK_SWITCH_TO_HEATING
0x018E: DHW_CALCULATED_E21_T3_START_TEMP_SEC_PER_TENTH_ADJ
0x0190: DHW_CALCULATED_E22_T3_START_TEMP_SEC_PER_TENTH_ADJ
0x0192: DHW_CALCULATED_SETPOINT_TEMP
0x0194: DHW_CALCULATED_SETPOINT_TEMP_OFFSET
0x0196: DHW_CALCULATED_T3_DHW_LOADING_INTERVAL
0x0197: DHW_CALCULATED_T3_START_TEMP_MIN_VALUE
0x0199: DHW_COMPRESSOR_GT8DIFF_FREQUENCY_MAX
0x019A: DHW_COMPRESSOR_GT8DIFF_FREQUENCY_MIN
0x019B: DHW_COMPRESSOR_GT8DIFF_GT8_MAX
0x019C: DHW_COMPRESSOR_GT8DIFF_GT8_MIN
0x019D: DHW_COMPRESSOR_HEATING_FREQUENCY_MAX
0x019E: DHW_COMPRESSOR_HEATING_FREQUENCY_MIN
0x019F: DHW_COMPRESSOR_HEATING_GT2_MAX
0x01A0: DHW_COMPRESSOR_HEATING_GT2_MIN
0x01A1: DHW_E21_COMPRESSOR_TEMPORARY_STOP
0x01A2: DHW_E21_COMPRESSOR_TEMPORARY_STOP_DELAY
0x01A3: DHW_E21_COMPRESSOR_TEMPORARY_STOP_DIFF
0x01A4: DHW_E21_COMPRESSOR_TEMPORARY_STOP_SAVED_GT3
0x01A6: DHW_E22_COMPRESSOR_TEMPORARY_STOP
0x01A7: DHW_E22_COMPRESSOR_TEMPORARY_STOP_DELAY
0x01A8: DHW_E22_COMPRESSOR_TEMPORARY_STOP_DIFF
0x01A9: DHW_E22_COMPRESSOR_TEMPORARY_STOP_SAVED_GT3
0x01AB: DHW_EXTERN_BLOCKED
0x01AC: DHW_EXTERN_BLOCK_BY_E21_EXT_1
0x01AD: DHW_EXTERN_BLOCK_BY_E21_EXT_2
0x01AE: DHW_EXTERN_BLOCK_BY_E22_EXT_1
0x01AF: DHW_EXTERN_BLOCK_BY_E22_EXT_2
0x01B0: DHW_GT3_START_MAX_TEMP
0x01B2: DHW_GT3_START_MAX_TEMP_2
0x01B4: DHW_GT3_START_TEMP
0x01B6: DHW_GT3_START_TEMP_2
0x01B8: DHW_GT3_START_TEMP_COMFORT
0x01BA: DHW_GT3_START_TEMP_COMFORT_2
0x01BC: DHW_GT3_START_TEMP_ECONOMY
0x01BE: DHW_GT3_START_TEMP_ECONOMY_2
0x01C0: DHW_GT3_STOP_MIN_TEMP
0x01C2: DHW_GT3_STOP_MIN_TEMP_2
0x01C4: DHW_GT3_STOP_TEMP
0x01C6: DHW_GT3_STOP_TEMP_2
0x01C8: DHW_GT8_STOP_MAX_TEMP
0x01CA: DHW_GT8_STOP_MAX_TEMP_2
0x01CC: DHW_GT8_STOP_TEMP
0x01CE: DHW_GT8_STOP_TEMP_2
0x01D0: DHW_GT8_STOP_TEMP_COMFORT
0x01D2: DHW_GT8_STOP_TEMP_COMFORT_2
0x01D4: DHW_GT8_STOP_TEMP_ECONOMY
0x01D6: DHW_GT8_STOP_TEMP_ECONOMY_2
0x01D8: DHW_GT9_STOP_TEMP
0x01DA: DHW_GT9_STOP_TEMP_2
0x01DC: DHW_MAX_TIME
0x01DD: DHW_PROGRAM_1_FRI
0x01DF: DHW_PROGRAM_1_MON
0x01E1: DHW_PROGRAM_1_SAT
0x01E3: DHW_PROGRAM_1_SUN
0x01E5: DHW_PROGRAM_1_THU
0x01E7: DHW_PROGRAM_1_TUE
0x01E9: DHW_PROGRAM_1_WED
0x01EB: DHW_PROGRAM_2_FRI
0x01ED: DHW_PROGRAM_2_MON
0x01EF: DHW_PROGRAM_2_SAT
0x01F1: DHW_PROGRAM_2_SUN
0x01F3: DHW_PROGRAM_2_THU
0x01F5: DHW_PROGRAM_2_TUE
0x01F7: DHW_PROGRAM_2_WED
0x01F9: DHW_PROGRAM_MODE
0x01FA: DHW_PROTECTIVE_ANODE_INSTALLED
0x01FB: DHW_REQUEST
0x01FC: DHW_REQUEST_2
0x01FD: DHW_STATE_ECONOMY
0x01FE: DHW_TIMECONTROLLED
0x01FF: DHW_TIMEPROGRAM
0x0200: DHW_USER_ENABLED
0x0201: DHW_USER_ENABLED_2
0x0202: DHW_USER_SET_START_TEMP
0x0204: DHW_USER_SET_START_TEMP_2
0x0206: DISPLAY_BACKLIGHT_INTENSITY
0x0207: DISPLAY_CONTRAST
0x0208: DISPLAY_TESTED
0x0209: DRIFTTILLSTAND
0x020A: DRYOUT_SETPOINT_TEMP
0x020C: DST_ENABLED
0x020D: DST_OFFSET
0x020E: E31_T2_CONNECTED
0x020F: E31_T32_KORRIGERING_GLOBAL
0x0210: E71_T71_ACKNOWLEDGED
0x0211: E71_T71_CONNECTED
0x0212: E71_T71_KORRIGERING
0x0213: E71_T71_STATUS
0x0214: E71_T71_TEMP
0x0216: E71_T72_KORRIGERING
0x0217: E71_T72_STATUS
0x0218: E71_T72_TEMP
0x021A: E72_T71_ACKNOWLEDGED
0x021B: E72_T71_CONNECTED
0x021C: E72_T71_KORRIGERING
0x021D: E72_T71_STATUS
0x021E: E72_T71_TEMP
0x0220: E72_T72_KORRIGERING
0x0221: E72_T72_STATUS
0x0222: E72_T72_TEMP
0x0224: E81_T81_CONNECTED
0x0225: EEPROM_HEATING_SEASON_START_DELAY_TIME
0x0227: EEPROM_NEUTRALZON_M_VALVE_LIMIT_TIME
0x0229: ELECTRICAL_CONNECTION_400V
0x022A: ELECTRICAL_MODE
0x022B: ELECTRICAL_MODE_SELECTED
0x022C: ELSKAP_MAX
0x022D: ELSKAP_MAX_TEMP
0x022F: ELSKAP_TEMP
0x0231: EL_DHW_REQUEST
0x0232: ENABLE_HIGH_PROTECTION_HS_BY_E21_EXT_1
0x0233: ENABLE_HIGH_PROTECTION_HS_BY_E21_EXT_2
0x0234: ENABLE_HIGH_PROTECTION_HS_BY_E22_EXT_1
0x0235: ENABLE_HIGH_PROTECTION_HS_BY_E22_EXT_2
0x0236: ENVELOPE_BLOCK_ACKNOWLEDGE_TIME
0x0237: ENVELOPE_BLOCK_AFTER_DHW
0x0238: ENVELOPE_CURVE_MAX_TEMP
0x023A: ENVELOPE_CURVE_MAX_TEMP_AT_20
0x023C: ENVELOPE_CURVE_MAX_TEMP_AT_MINUS_10
0x023E: ENVELOPE_CURVE_MAX_TEMP_AT_MINUS_15
0x0240: ENVELOPE_CURVE_MAX_TEMP_AT_MINUS_20
0x0242: ENVELOPE_CURVE_MAX_TEMP_AT_MINUS_5
0x0244: ENVELOPE_CURVE_STOP
0x0245: ENVELOPE_CURVE_STOP_FUNCTION_ACTIVE
0x0246: ENVELOPE_MAX_OUTDOOR_TEMP
0x0247: ENVELOPE_MAX_TEMPERATURE
0x0248: ENVELOPE_MIN_OUTDOOR_TEMPERATURE
0x0249: ENVELOPE_STOP
0x024A: ENVELOPE_STOP_2
0x024B: ENVELOPE_STOP_HIGH_OUTDOOR_TEMP
0x024C: ENVELOPE_STOP_HOT_GAS_FUNCTION_ACTIVE
0x024D: ENVELOPE_STOP_OUTDOOR
0x024E: ENVELOPE_STOP_OUTDOOR_FUNCTION_ACTIVE
0x024F: ENVELOPE_STOP_TEMPERATURE
0x0250: ENVELOPE_STOP_VV
0x0251: ENVELOPE_STOP_VV_2
0x0252: EVU_1_ACTIVATED_BY_E21_EXT_1
0x0253: EVU_1_ACTIVATED_BY_E21_EXT_2
0x0254: EVU_1_ACTIVATED_BY_E22_EXT_1
0x0255: EVU_1_ACTIVATED_BY_E22_EXT_2
0x0256: EVU_1_ACTIVE
0x0257: EVU_2_ACTIVATED_BY_E21_EXT_1
0x0258: EVU_2_ACTIVATED_BY_E21_EXT_2
0x0259: EVU_2_ACTIVATED_BY_E22_EXT_1
0x025A: EVU_2_ACTIVATED_BY_E22_EXT_2
0x025B: EVU_2_ACTIVE
0x025C: EVU_3_ACTIVATED_BY_E21_EXT_1
0x025D: EVU_3_ACTIVATED_BY_E21_EXT_2
0x025E: EVU_3_ACTIVATED_BY_E22_EXT_1
0x025F: EVU_3_ACTIVATED_BY_E22_EXT_2
0x0260: EVU_3_ACTIVE
0x0261: EXERCISE_DAY
0x0262: EXERCISE_IOB6126_BITMASK
0x0264: EXERCISE_REQUEST
0x0265: EXERCISE_STATE
0x0266: EXERCISE_TIME
0x0267: EXTERN_HEAT_SOURCE_E71_EXT_INPUT_INV
0x0268: EXTERN_HEAT_SOURCE_E72_EXT_INPUT_INV
0x0269: FAKE_VARIABLE_BOOL_ONE
0x026A: FAKE_VARIABLE_BOOL_ZERO
0x026B: FAKE_VARIABLE_CHAR_ONE
0x026C: FAKE_VARIABLE_CHAR_ZERO
0x026D: FK_PID_D
0x026F: FK_PID_I
0x0271: FK_PID_P
0x0273: FREEZEGARD_COMPRESSOR_FREQUENCY
0x0274: FREEZEGUARD
0x0275: FREEZEGUARD_DELAY_TIME
0x0276: FREEZEGUARD_START_TEMPERATURE
0x0278: FREEZEGUARD_STOP_TEMPERATURE
0x027A: GRADMIN
0x027C: GRADMIN_MAX
0x027E: GT10_2_KORRIGERING
0x027F: GT10_2_LR_TEMP
0x0281: GT10_2_STATUS
0x0282: GT10_2_TEMP
0x0284: GT10_GT11_MAX_DELTA_DELAY_AFTER_SWITCH_TIME
0x0285: GT10_GT11_MAX_DELTA_DELAY_TIME
0x0286: GT10_GT11_MAX_DELTA_TEMP
0x0287: GT10_KORRIGERING
0x0288: GT10_LAG_KOND_TEMP
0x028A: GT10_LR_ANTAL_VARNINGAR
0x028B: GT10_LR_HYSTERES
0x028C: GT10_LR_TEMP
0x028E: GT10_STATUS
0x028F: GT10_TEMP
0x0291: GT11_2_KORRIGERING
0x0292: GT11_2_LF_TEMP
0x0294: GT11_2_STATUS
0x0295: GT11_2_TEMP
0x0297: GT11_KORRIGERING
0x0298: GT11_LF_ANTAL_VARNINGAR
0x0299: GT11_LF_HYSTERES
0x029A: GT11_LF_TEMP
0x029C: GT11_STATUS
0x029D: GT11_TEMP
0x029F: GT12_2_KORRIGERING
0x02A0: GT12_2_STATUS
0x02A1: GT12_2_TEMP
0x02A3: GT12_KORRIGERING
0x02A4: GT12_STATUS
0x02A5: GT12_TEMP
0x02A7: GT1_KORRIGERING
0x02A8: GT1_STATUS
0x02A9: GT1_TEMP
0x02AB: GT2_ATTENUATED_TEMP
0x02AD: GT2_ATTENUATION
0x02AF: GT2_KORRIGERING
0x02B0: GT2_STATUS
0x02B1: GT2_TEMP
0x02B3: GT2_TEMP_ROUND_OFFED
0x02B5: GT3_ANSLUTEN
0x02B6: GT3_KORRIGERING
0x02B7: GT3_KVITTERAD
0x02B8: GT3_KVITTERA_MANUELLT
0x02B9: GT3_STATUS
0x02BA: GT3_TEMP
0x02BC: GT41_KORRIGERING_GLOBAL
0x02BD: GT41_TEMP_GLOBAL
0x02BF: GT45_ACKNOWLEDGED_GLOBAL
0x02C0: GT45_ATTENUATED_TEMP_GLOBAL
0x02C2: GT45_ATTENUATION_GLOBAL
0x02C4: GT45_KORRIGERING_GLOBAL
0x02C5: GT45_TEMP_GLOBAL
0x02C7: GT5_ANSLUTEN
0x02C8: GT5_ATTENUATED_TEMP
0x02CA: GT5_ATTENUATION
