0x0000: ACCESSORIES_CONNECTED_BITMASK
0x00C4: BUZZER_BLOCKED
0x00C5: BUZZER_BLOCK_START_TIME
0x00C7: BUZZER_BLOCK_STOP_TIME
0x00C9: BUZZER_DELAY_TIME
0x00CA: BUZZER_INTERVAL
0x00CC: CIRCULATION_E21_G2_DELTA_DHW
0x00CD: CIRCULATION_E21_G2_DELTA_HEATING
0x00CE: CIRCULATION_E21_G2_DHW_INIT_SPEED
0x00CF: CIRCULATION_E21_G2_DHW_MEAN_VALUE
0x00D0: CIRCULATION_E21_G2_DHW_MEAN_VALUE_CASCADE
0x00D1: CIRCULATION_E21_G2_DHW_OPTIMZE_FUNCTION_TRIGGED
0x00D2: CIRCULATION_E21_G2_DHW_PID_CALCULATED_MEASUREMENT
0x00D4: CIRCULATION_E21_G2_DHW_PID_MAX
0x00D6: CIRCULATION_E21_G2_DHW_PID_MIN
0x00D8: CIRCULATION_E21_G2_DHW_PID_SETPOINT
0x00DA: CIRCULATION_E21_G2_GET_MEAN_VALUE
0x00DB: CIRCULATION_E21_G2_HEATING_MEAN_VALUE
0x00DC: CIRCULATION_E21_G2_HEATING_MEAN_VALUE_CASCADE
0x00DD: CIRCULATION_E21_G2_IDLE_SPEED
0x00DE: CIRCULATION_E21_G2_PID_CALCULATED_MEASUREMENT
0x00E0: CIRCULATION_E21_G2_PID_SETPOINT
0x00E2: CIRCULATION_E21_G2_SIGNAL
0x00E3: CIRCULATION_E21_G2_SIGNAL_DHW_OFFSET
0x00E4: CIRCULATION_E21_G2_SIGNAL_HOTGAS_ADJ
0x00E5: CIRCULATION_E21_G2_TEMP_CONTROL_FUNCTION_TRIGGED
0x00E6: CIRCULATION_E21_G2_USER_SET_PERCENT
0x00E7: CIRCULATION_E22_G2_DELTA_DHW
0x00E8: CIRCULATION_E22_G2_DELTA_HEATING
0x00E9: CIRCULATION_E22_G2_DHW_INIT_SPEED
0x00EA: CIRCULATION_E22_G2_DHW_MEAN_VALUE
0x00EB: CIRCULATION_E22_G2_DHW_MEAN_VALUE_CASCADE
0x00EC: CIRCULATION_E22_G2_DHW_OPTIMZE_FUNCTION_TRIGGED
0x00ED: CIRCULATION_E22_G2_DHW_PID_CALCULATED_MEASUREMENT
0x00EF: CIRCULATION_E22_G2_DHW_PID_MAX
0x00F1: CIRCULATION_E22_G2_DHW_PID_MIN
0x00F3: CIRCULATION_E22_G2_DHW_PID_SETPOINT
0x00F5: CIRCULATION_E22_G2_GET_MEAN_VALUE
0x00F6: CIRCULATION_E22_G2_HEATING_MEAN_VALUE
0x00F7: CIRCULATION_E22_G2_HEATING_MEAN_VALUE_CASCADE
0x00F8: CIRCULATION_E22_G2_IDLE_SPEED
0x00F9: CIRCULATION_E22_G2_PID_CALCULATED_MEASUREMENT
0x00FB: CIRCULATION_E22_G2_PID_SETPOINT
0x00FD: CIRCULATION_E22_G2_SIGNAL
0x00FE: CIRCULATION_E22_G2_SIGNAL_DHW_OFFSET
0x00FF: CIRCULATION_E22_G2_SIGNAL_HOTGAS_ADJ
0x0100: CIRCULATION_E22_G2_TEMP_CONTROL_FUNCTION_TRIGGED
0x0101: CIRCULATION_E22_G2_USER_SET_PERCENT
0x0102: CIRCULATION_E74_G1_DIGITAL
0x0103: CIRCULATION_G2_DELTA_DHW_AT_LOW_T12
0x0104: CIRCULATION_G2_DHW_PID_D
0x0106: CIRCULATION_G2_DHW_PID_I
0x0108: CIRCULATION_G2_DHW_PID_P
0x010A: CIRCULATION_G2_PID_D
0x010C: CIRCULATION_G2_PID_I
0x010E: CIRCULATION_G2_PID_MAX
0x0110: CIRCULATION_G2_PID_MIN
0x0112: CIRCULATION_G2_PID_P
0x0114: CIRCULATION_G2_TEMP_CONTROL_FUNCTION_ACTIVATED
0x0115: CIRCULATION_G2_TYPE
0x0116: CIRCULATION_G2_VOLTAGE_AT_0
0x0117: CIRCULATION_G2_VOLTAGE_AT_100
0x0118: COMMUNICATION_BASECARD_E21_RESTART_DETECTED
0x0119: COMMUNICATION_BASECARD_E22_RESTART_DETECTED
0x011A: COMMUNICATION_FAILED_SENDINGS
0x011B: COMMUNICATION_SEND_SEC_ROOMSENSOR_STATUS
0x011C: COMPRESSORS_CONNECTED_COUNT
0x011D: COMPRESSOR_ALARM
0x011E: COMPRESSOR_ALARM_2
0x011F: COMPRESSOR_BLOCKED
0x0120: COMPRESSOR_BLOCKED_2
0x0121: COMPRESSOR_CALC_HOTGAS
0x0123: COMPRESSOR_CALC_HOTGAS_2
0x0125: COMPRESSOR_CALC_HOTGAS_FILTERED
0x0127: COMPRESSOR_CALC_HOTGAS_FILTERED_2
0x0129: COMPRESSOR_COLD_BRINE_ADDITIONAL_HEAT_STATUS
0x012A: COMPRESSOR_COLD_BRINE_DEACTIVATED
0x012B: COMPRESSOR_COLD_BRINE_FIRST_TEMP_LIMIT
0x012D: COMPRESSOR_COLD_BRINE_MIN_RUN_TIME
0x012E: COMPRESSOR_COLD_BRINE_SEC_TEMP_LIMIT
0x0130: COMPRESSOR_COLD_BRINE_TRIGGED_AT_COMP
0x0131: COMPRESSOR_COP_FREQUENCY_MAX
0x0132: COMPRESSOR_COP_FREQUENCY_MIN
0x0133: COMPRESSOR_COP_T1_SETPOINT_MAX
0x0134: COMPRESSOR_COP_T1_SETPOINT_MIN
0x0135: COMPRESSOR_DHW_REQUEST
0x0136: COMPRESSOR_E21_COLD_BRINE_G3_SAMPLE_TRIGGED
0x0137: COMPRESSOR_E21_COLD_BRINE_TRIGGED
0x0138: COMPRESSOR_E21_EXTERN_BLOCKED
0x0139: COMPRESSOR_E21_EXTERN_BLOCK_BY_E21_EXT_1
0x013A: COMPRESSOR_E21_EXTERN_BLOCK_BY_E21_EXT_2
0x013B: COMPRESSOR_E21_EXTERN_BLOCK_BY_E22_EXT_1
0x013C: COMPRESSOR_E21_EXTERN_BLOCK_BY_E22_EXT_2
0x013D: COMPRESSOR_E22_COLD_BRINE_G3_SAMPLE_TRIGGED
0x013E: COMPRESSOR_E22_COLD_BRINE_TRIGGED
0x013F: COMPRESSOR_E22_EXTERN_BLOCKED
0x0140: COMPRESSOR_E22_EXTERN_BLOCK_BY_E21_EXT_1
0x0141: COMPRESSOR_E22_EXTERN_BLOCK_BY_E21_EXT_2
0x0142: COMPRESSOR_E22_EXTERN_BLOCK_BY_E22_EXT_1
0x0143: COMPRESSOR_E22_EXTERN_BLOCK_BY_E22_EXT_2
0x0144: COMPRESSOR_E22_RESTART_HANDLING_TRIGGED
0x0145: COMPRESSOR_HEATING_REQUEST
0x0146: COMPRESSOR_MAX_FREQUENCY
0x0147: COMPRESSOR_MAX_FREQUENCY_DEV
0x0148: COMPRESSOR_MIN_FREQUENCY
0x0149: COMPRESSOR_QUICKSTART
0x014A: COMPRESSOR_REAL_FREQUENCY
0x014B: COMPRESSOR_RESTART_TIME
0x014C: COMPRESSOR_SIZE
0x014D: COMPRESSOR_SIZE_2
0x014E: COMPRESSOR_SIZE_2_DISPLAY_VALUE
0x014F: COMPRESSOR_SIZE_DISPLAY_VALUE
0x0150: COMPRESSOR_SIZE_INDEX
0x0151: COMPRESSOR_SIZE_INDEX_2
0x0152: COMPRESSOR_SIZE_LW
0x0153: COMPRESSOR_SIZE_LW_2
0x0154: COMPRESSOR_START
0x0155: COMPRESSOR_STARTUP_FREQUENCY
0x0156: COMPRESSOR_STARTUP_TIME
0x0157: COMPRESSOR_START_2
0x0158: COMPRESSOR_START_DELAY_TIME
0x015A: COMPRESSOR_STATE
0x015B: COMPRESSOR_STATE_2
0x015C: COMPRESSOR_TYPE
0x015D: COMPRESSOR_TYPE_2
0x015E: COMPRESSOR_USE_START_DELAY_TIME
0x015F: CONFIGURATION
0x0160: CONFIGURATION_BUDERUS
0x0161: COOLING_FAN_STOP_DELAY_TIME
0x0162: COUNTRY
0x0164: CPU_BOOT_COUNTER
0x0166: CRANKCASE_HEATER_BLOCK_TEMP
0x0167: CURRENT_M_VALVE
0x0168: DATE_DAY
0x0169: DATE_DAY_OF_WEEK
0x016A: DATE_HOUR
0x016B: DATE_MIN
0x016C: DATE_MONTH
0x016D: DATE_SEC
0x016E: DATE_YEAR
0x016F: DEFROST_0_DELTA_TEMPERATURE
0x0170: DEFROST_0_DELTA_TEMPERATURE_2
0x0171: DEFROST_BATTERY
0x0172: DEFROST_BATTERY_2
0x0173: DEFROST_BLOCK_DELAY_TIME
0x0174: DEFROST_BLOCK_DELAY_TIME_2
0x0175: DEFROST_CYCLE
0x0176: DEFROST_CYCLE_2
0x0177: DEFROST_CYCLE_2_CLOSING_DOWN
0x0178: DEFROST_CYCLE_CLOSING_DOWN
0x0179: DEFROST_DELAY_4_WAY_VALVE_2_SWITCH
0x017B: DEFROST_DELAY_4_WAY_VALVE_SWITCH
0x017D: DEFROST_DELAY_COMPRESSOR_2_START
0x017F: DEFROST_DELAY_COMPRESSOR_START
0x0181: DEFROST_DELTA_T12_T11
0x0183: DEFROST_DELTA_T12_T11_2
0x0185: DEFROST_DELTA_TEMPERATURE
0x0187: DEFROST_DELTA_TEMPERATURE_2
0x0189: DEFROST_DELTA_TIME
0x018B: DEFROST_DELTA_TIME_2
0x018D: DEFROST_FAN
0x018E: DEFROST_FAN_2
0x018F: DEFROST_FAN_COUNTER
0x0190: DEFROST_FAN_COUNTER_2
0x0191: DEFROST_FAN_INTERVAL_COUNTER
0x0192: DEFROST_FAN_INTERVAL_COUNTER_2
0x0193: DEFROST_FAN_TEMPERATURE_LIMIT
0x0194: DEFROST_FAN_TEMPERATURE_LIMIT_2
0x0195: DEFROST_FAN_TIME
0x0196: DEFROST_FAN_TIME_2
0x0197: DEFROST_GT11_STOP
0x0199: DEFROST_GT11_STOP_2
0x019B: DEFROST_MANUAL_START
0x019C: DEFROST_MANUAL_START_2
0x019D: DEFROST_MAX_RUNNING_TIME_BETWEEN_DEFROSTS
0x019E: DEFROST_MAX_RUNNING_TIME_BETWEEN_DEFROSTS_2
0x019F: DEFROST_MAX_TIME
0x01A0: DEFROST_MAX_TIME_2
0x01A1: DEFROST_MINUS10_DELTA_TEMPERATURE
0x01A2: DEFROST_MINUS10_DELTA_TEMPERATURE_2
0x01A3: DEFROST_MINUS20_DELTA_TEMPERATURE
0x01A4: DEFROST_MINUS20_DELTA_TEMPERATURE_2
0x01A5: DEFROST_OUT_START_TEMPERATURE
0x01A6: DEFROST_OUT_START_TEMPERATURE_2
0x01A7: DEFROST_PLUS10_DELTA_TEMPERATURE
0x01A8: DEFROST_PLUS10_DELTA_TEMPERATURE_2
0x01A9: DEFROST_QUIT_DELAY_TIME
0x01AB: DEFROST_QUIT_DELAY_TIME_2
0x01AD: DEFROST_REQUEST
0x01AE: DEFROST_REQUEST_2
0x01AF: DHW_BLOCKED
0x01B0: DHW_BLOCK_SWITCH_TO_HEATING
0x01B1: DHW_CALCULATED_E21_T3_START_TEMP_SEC_PER_TENTH_ADJ
0x01B3: DHW_CALCULATED_E22_T3_START_TEMP_SEC_PER_TENTH_ADJ
0x01B5: DHW_CALCULATED_SETPOINT_TEMP
0x01B7: DHW_CALCULATED_SETPOINT_TEMP_OFFSET
0x01B9: DHW_CALCULATED_T3_DHW_LOADING_INTERVAL
0x01BA: DHW_CALCULATED_T3_START_TEMP_MIN_VALUE
0x01BC: DHW_COMPRESSOR_GT8DIFF_FREQUENCY_MAX
0x01BD: DHW_COMPRESSOR_GT8DIFF_FREQUENCY_MIN
0x01BE: DHW_COMPRESSOR_GT8DIFF_GT8_MAX
0x01BF: DHW_COMPRESSOR_GT8DIFF_GT8_MIN
0x01C0: DHW_COMPRESSOR_HEATING_FREQUENCY_MAX
0x01C1: DHW_COMPRESSOR_HEATING_FREQUENCY_MIN
0x01C2: DHW_COMPRESSOR_HEATING_GT2_MAX
0x01C3: DHW_COMPRESSOR_HEATING_GT2_MIN
0x01C4: DHW_E21_CALCULATED_TEMP
0x01C6: DHW_E21_COMPRESSOR_TEMPORARY_STOP
0x01C7: DHW_E21_COMPRESSOR_TEMPORARY_STOP_DELAY
0x01C8: DHW_E21_COMPRESSOR_TEMPORARY_STOP_DIFF
0x01C9: DHW_E21_COMPRESSOR_TEMPORARY_STOP_SAVED_GT3
0x01CB: DHW_E21_QUICK_RESTART_SAVED_TEMP
0x01CD: DHW_E21_QUICK_RESTART_TRIGG
0x01CE: DHW_E21_T3_TEMP_WHEN_DONE
0x01D0: DHW_E21_TARGET_LOADING_FLOW_ADJ_TEMP
0x01D2: DHW_E21_TARGET_LOADING_FLOW_TEMP
0x01D4: DHW_E21_TARGET_LOADING_RETURN_ADJ_TEMP
0x01D6: DHW_E21_TARGET_LOADING_RETURN_TEMP
0x01D8: DHW_E22_CALCULATED_TEMP
0x01DA: DHW_E22_COMPRESSOR_TEMPORARY_STOP
0x01DB: DHW_E22_COMPRESSOR_TEMPORARY_STOP_DELAY
0x01DC: DHW_E22_COMPRESSOR_TEMPORARY_STOP_DIFF
0x01DD: DHW_E22_COMPRESSOR_TEMPORARY_STOP_SAVED_GT3
0x01DF: DHW_E22_QUICK_RESTART_SAVED_TEMP
0x01E1: DHW_E22_QUICK_RESTART_TRIGG
0x01E2: DHW_E22_T3_TEMP_WHEN_DONE
0x01E4: DHW_E22_TARGET_LOADING_FLOW_ADJ_TEMP
0x01E6: DHW_E22_TARGET_LOADING_FLOW_TEMP
0x01E8: DHW_E22_TARGET_LOADING_RETURN_ADJ_TEMP
0x01EA: DHW_E22_TARGET_LOADING_RETURN_TEMP
0x01EC: DHW_EXTERN_BLOCKED
0x01ED: DHW_EXTERN_BLOCK_BY_E21_EXT_1
0x01EE: DHW_EXTERN_BLOCK_BY_E21_EXT_2
0x01EF: DHW_EXTERN_BLOCK_BY_E22_EXT_1
0x01F0: DHW_EXTERN_BLOCK_BY_E22_EXT_2
0x01F1: DHW_GT3_START_MAX_TEMP
0x01F3: DHW_GT3_START_MAX_TEMP_2
0x01F5: DHW_GT3_START_TEMP
0x01F7: DHW_GT3_START_TEMP_2
0x01F9: DHW_GT3_START_TEMP_COMFORT
0x01FB: DHW_GT3_START_TEMP_COMFORT_2
0x01FD: DHW_GT3_START_TEMP_ECONOMY
0x01FF: DHW_GT3_START_TEMP_ECONOMY_2
0x0201: DHW_GT3_START_TEMP_SUPER_ECONOMY
0x0203: DHW_GT3_START_TEMP_SUPER_ECONOMY_2
0x0205: DHW_GT3_STOP_MIN_TEMP
0x0207: DHW_GT3_STOP_MIN_TEMP_2
0x0209: DHW_GT3_STOP_TEMP
0x020B: DHW_GT3_STOP_TEMP_2
0x020D: DHW_GT8_STOP_MAX_TEMP
0x020F: DHW_GT8_STOP_MAX_TEMP_2
0x0211: DHW_GT8_STOP_TEMP
0x0213: DHW_GT8_STOP_TEMP_2
0x0215: DHW_GT8_STOP_TEMP_COMFORT
0x0217: DHW_GT8_STOP_TEMP_COMFORT_2
0x0219: DHW_GT8_STOP_TEMP_ECONOMY
0x021B: DHW_GT8_STOP_TEMP_ECONOMY_2
0x021D: DHW_GT8_STOP_TEMP_SUPER_ECONOMY
0x021F: DHW_GT8_STOP_TEMP_SUPER_ECONOMY_2
0x0221: DHW_GT9_NORMAL_STOP_TEMP
0x0223: DHW_GT9_NORMAL_STOP_TEMP_2
0x0225: DHW_GT9_STOP_TEMP
0x0227: DHW_GT9_STOP_TEMP_2
0x0229: DHW_MAX_TIME
0x022A: DHW_PROGRAM_1_FRI
0x022C: DHW_PROGRAM_1_MON
0x022E: DHW_PROGRAM_1_SAT
0x0230: DHW_PROGRAM_1_SUN
0x0232: DHW_PROGRAM_1_THU
0x0234: DHW_PROGRAM_1_TUE
0x0236: DHW_PROGRAM_1_WED
0x0238: DHW_PROGRAM_2_FRI
0x023A: DHW_PROGRAM_2_MON
0x023C: DHW_PROGRAM_2_SAT
0x023E: DHW_PROGRAM_2_SUN
0x0240: DHW_PROGRAM_2_THU
0x0242: DHW_PROGRAM_2_TUE
0x0244: DHW_PROGRAM_2_WED
0x0246: DHW_PROGRAM_MODE
0x0247: DHW_PROTECTIVE_ANODE_INSTALLED
0x0248: DHW_REQUEST
0x0249: DHW_REQUEST_2
0x024A: DHW_SEQUENCE_PRELOAD_COUNT
0x024B: DHW_SEQUENCE_PUSH_LOADING_TEMP_MAX
0x024C: DHW_SEQUENCE_REQUEST_TRIGG
0x024D: DHW_SEQUENCE_STATE
0x024E: DHW_SHOW_ESTIMATED_T3
0x024F: DHW_SMARTGRID_LOAD_ACTIVE
0x0250: DHW_SMARTGRID_LOAD_BY_E21_EXT_1
0x0251: DHW_SMARTGRID_LOAD_BY_E21_EXT_2
0x0252: DHW_SMARTGRID_LOAD_BY_E22_EXT_1
0x0253: DHW_SMARTGRID_LOAD_BY_E22_EXT_2
0x0254: DHW_STATE
0x0255: DHW_STATE_ECONOMY
0x0256: DHW_TIMECONTROLLED
0x0257: DHW_TIMEPROGRAM
0x0258: DHW_USER_ENABLED
0x0259: DHW_USER_ENABLED_2
0x025A: DHW_USER_SET_START_TEMP
0x025C: DHW_USER_SET_START_TEMP_2
0x025E: DIFF
0x0260: DISPLAY_BACKLIGHT_INTENSITY
0x0261: DISPLAY_CONTRAST
0x0262: DISPLAY_TESTED
0x0263: DRIFTTILLSTAND
0x0264: DRYOUT_SETPOINT_TEMP
0x0266: DST_ENABLED
0x0267: DST_OFFSET
0x0268: E31_T2_CONNECTED
0x0269: E31_T32_KORRIGERING_GLOBAL
0x026A: E71_T71_ACKNOWLEDGED
0x026B: E71_T71_CONNECTED
0x026C: E71_T71_KORRIGERING
0x026D: E71_T71_STATUS
0x026E: E71_T71_TEMP
0x0270: E71_T72_KORRIGERING
0x0271: E71_T72_STATUS
0x0272: E71_T72_TEMP
0x0274: E72_T71_ACKNOWLEDGED
0x0275: E72_T71_CONNECTED
0x0276: E72_T71_KORRIGERING
0x0277: E72_T71_STATUS
0x0278: E72_T71_TEMP
0x027A: E72_T72_KORRIGERING
0x027B: E72_T72_STATUS
0x027C: E72_T72_TEMP
0x027E: E81_T81_CONNECTED
0x027F: EEPROM_HEATING_SEASON_START_DELAY_TIME
0x0281: EEPROM_NEUTRALZON_M_VALVE_LIMIT_TIME
0x0283: ELECTRICAL_CONNECTION_400V
0x0284: ELECTRICAL_MODE
0x0285: ELECTRICAL_MODE_SELECTED
0x0286: ELSKAP_MAX
0x0287: ELSKAP_MAX_TEMP
0x0289: ELSKAP_TEMP
0x028B: EL_DHW_REQUEST
0x028C: ENABLE_HIGH_PROTECTION_HS_BY_E21_EXT_1
0x028D: ENABLE_HIGH_PROTECTION_HS_BY_E21_EXT_2
0x028E: ENABLE_HIGH_PROTECTION_HS_BY_E22_EXT_1
0x028F: ENABLE_HIGH_PROTECTION_HS_BY_E22_EXT_2
0x0290: ENVELOPE_BLOCK_ACKNOWLEDGE_TIME
0x0291: ENVELOPE_BLOCK_AFTER_DHW
0x0292: ENVELOPE_CURVE_MAX_TEMP
0x0294: ENVELOPE_CURVE_MAX_TEMP_AT_20
0x0296: ENVELOPE_CURVE_MAX_TEMP_AT_MINUS_10
0x0298: ENVELOPE_CURVE_MAX_TEMP_AT_MINUS_15
0x029A: ENVELOPE_CURVE_MAX_TEMP_AT_MINUS_20
0x029C: ENVELOPE_CURVE_MAX_TEMP_AT_MINUS_5
0x029E: ENVELOPE_CURVE_STOP
0x029F: ENVELOPE_CURVE_STOP_FUNCTION_ACTIVE
0x02A0: ENVELOPE_E21_CALCULATED_FLOW_TARGET_TEMP
0x02A2: ENVELOPE_E22_CALCULATED_FLOW_TARGET_TEMP
0x02A4: ENVELOPE_MAX_OUTDOOR_TEMP
