0x0000: ACCESSORIES_CONNECTED_BITMASK
0x00C4: BUZZER_BLOCKED
0x00C5: BUZZER_BLOCK_START_TIME
0x00C7: BUZZER_BLOCK_STOP_TIME
0x00C9: BUZZER_DELAY_TIME
0x00CA: BUZZER_INTERVAL
0x00CC: CIRCULATION_E21_G2_DELTA_DHW
0x00CD: CIRCULATION_E21_G2_DELTA_HEATING
0x00CE: CIRCULATION_E21_G2_DHW_MEAN_VALUE
0x00CF: CIRCULATION_E21_G2_DHW_MEAN_VALUE_CASCADE
0x00D0: CIRCULATION_E21_G2_DHW_OPTIMZE_FUNCTION_TRIGGED
0x00D1: CIRCULATION_E21_G2_DHW_PID_CALCULATED_MEASUREMENT
0x00D3: CIRCULATION_E21_G2_DHW_PID_MAX
0x00D5: CIRCULATION_E21_G2_DHW_PID_MIN
0x00D7: CIRCULATION_E21_G2_GET_MEAN_VALUE
0x00D8: CIRCULATION_E21_G2_HEATING_MEAN_VALUE
0x00D9: CIRCULATION_E21_G2_HEATING_MEAN_VALUE_CASCADE
0x00DA: CIRCULATION_E21_G2_IDLE_SPEED
0x00DB: CIRCULATION_E21_G2_PID_CALCULATED_MEASUREMENT
0x00DD: CIRCULATION_E21_G2_PID_SETPOINT
0x00DF: CIRCULATION_E21_G2_SIGNAL
0x00E0: CIRCULATION_E21_G2_TEMP_CONTROL_FUNCTION_TRIGGED
0x00E1: CIRCULATION_E21_G2_USER_SET_PERCENT
0x00E2: CIRCULATION_E22_G2_DELTA_DHW
0x00E3: CIRCULATION_E22_G2_DELTA_HEATING
0x00E4: CIRCULATION_E22_G2_DHW_MEAN_VALUE
0x00E5: CIRCULATION_E22_G2_DHW_MEAN_VALUE_CASCADE
0x00E6: CIRCULATION_E22_G2_DHW_OPTIMZE_FUNCTION_TRIGGED
0x00E7: CIRCULATION_E22_G2_DHW_PID_CALCULATED_MEASUREMENT
0x00E9: CIRCULATION_E22_G2_DHW_PID_MAX
0x00EB: CIRCULATION_E22_G2_DHW_PID_MIN
0x00ED: CIRCULATION_E22_G2_GET_MEAN_VALUE
0x00EE: CIRCULATION_E22_G2_HEATING_MEAN_VALUE
0x00EF: CIRCULATION_E22_G2_HEATING_MEAN_VALUE_CASCADE
0x00F0: CIRCULATION_E22_G2_IDLE_SPEED
0x00F1: CIRCULATION_E22_G2_PID_CALCULATED_MEASUREMENT
0x00F3: CIRCULATION_E22_G2_PID_SETPOINT
0x00F5: CIRCULATION_E22_G2_SIGNAL
0x00F6: CIRCULATION_E22_G2_TEMP_CONTROL_FUNCTION_TRIGGED
0x00F7: CIRCULATION_E22_G2_USER_SET_PERCENT
0x00F8: CIRCULATION_E74_G1_DIGITAL
0x00F9: CIRCULATION_G2_DELTA_DHW_AT_LOW_T12
0x00FA: CIRCULATION_G2_DHW_PID_D
0x00FC: CIRCULATION_G2_DHW_PID_I
0x00FE: CIRCULATION_G2_DHW_PID_P
0x0100: CIRCULATION_G2_PID_D
0x0102: CIRCULATION_G2_PID_I
0x0104: CIRCULATION_G2_PID_MAX
0x0106: CIRCULATION_G2_PID_MIN
0x0108: CIRCULATION_G2_PID_P
0x010A: CIRCULATION_G2_TEMP_CONTROL_FUNCTION_ACTIVATED
0x010B: CIRCULATION_G2_TYPE
0x010C: CIRCULATION_G2_VOLTAGE_AT_0
0x010D: CIRCULATION_G2_VOLTAGE_AT_100
0x010E: COMMUNICATION_BASECARD_E21_RESTART_DETECTED
0x010F: COMMUNICATION_BASECARD_E22_RESTART_DETECTED
0x0110: COMMUNICATION_FAILED_SENDINGS
0x0111: COMMUNICATION_SEND_SEC_ROOMSENSOR_STATUS
0x0112: COMPRESSORS_CONNECTED_COUNT
0x0113: COMPRESSOR_ALARM
0x0114: COMPRESSOR_ALARM_2
0x0115: COMPRESSOR_BLOCKED
0x0116: COMPRESSOR_BLOCKED_2
0x0117: COMPRESSOR_CALC_HOTGAS
0x0119: COMPRESSOR_CALC_HOTGAS_2
0x011B: COMPRESSOR_CALC_HOTGAS_FILTERED
0x011D: COMPRESSOR_CALC_HOTGAS_FILTERED_2
0x011F: COMPRESSOR_COLD_BRINE_ADDITIONAL_HEAT_STATUS
0x0120: COMPRESSOR_COLD_BRINE_DEACTIVATED
0x0121: COMPRESSOR_COLD_BRINE_FIRST_TEMP_LIMIT
0x0123: COMPRESSOR_COLD_BRINE_MIN_RUN_TIME
0x0124: COMPRESSOR_COLD_BRINE_SEC_TEMP_LIMIT
0x0126: COMPRESSOR_COLD_BRINE_TRIGGED_AT_COMP
0x0127: COMPRESSOR_COP_FREQUENCY_MAX
0x0128: COMPRESSOR_COP_FREQUENCY_MIN
0x0129: COMPRESSOR_COP_T1_SETPOINT_MAX
0x012A: COMPRESSOR_COP_T1_SETPOINT_MIN
0x012B: COMPRESSOR_DHW_REQUEST
0x012C: COMPRESSOR_E21_COLD_BRINE_G3_SAMPLE_TRIGGED
0x012D: COMPRESSOR_E21_COLD_BRINE_TRIGGED
0x012E: COMPRESSOR_E21_EXTERN_BLOCKED
0x012F: COMPRESSOR_E21_EXTERN_BLOCK_BY_E21_EXT_1
0x0130: COMPRESSOR_E21_EXTERN_BLOCK_BY_E21_EXT_2
0x0131: COMPRESSOR_E21_EXTERN_BLOCK_BY_E22_EXT_1
0x0132: COMPRESSOR_E21_EXTERN_BLOCK_BY_E22_EXT_2
0x0133: COMPRESSOR_E22_COLD_BRINE_G3_SAMPLE_TRIGGED
0x0134: COMPRESSOR_E22_COLD_BRINE_TRIGGED
0x0135: COMPRESSOR_E22_EXTERN_BLOCKED
0x0136: COMPRESSOR_E22_EXTERN_BLOCK_BY_E21_EXT_1
0x0137: COMPRESSOR_E22_EXTERN_BLOCK_BY_E21_EXT_2
0x0138: COMPRESSOR_E22_EXTERN_BLOCK_BY_E22_EXT_1
0x0139: COMPRESSOR_E22_EXTERN_BLOCK_BY_E22_EXT_2
0x013A: COMPRESSOR_E22_RESTART_HANDLING_TRIGGED
0x013B: COMPRESSOR_HEATING_REQUEST
0x013C: COMPRESSOR_MAX_FREQUENCY
0x013D: COMPRESSOR_MAX_FREQUENCY_DEV
0x013E: COMPRESSOR_MIN_FREQUENCY
0x013F: COMPRESSOR_QUICKSTART
0x0140: COMPRESSOR_REAL_FREQUENCY
0x0141: COMPRESSOR_RESTART_TIME
0x0142: COMPRESSOR_SIZE
0x0143: COMPRESSOR_SIZE_2
0x0144: COMPRESSOR_SIZE_2_DISPLAY_VALUE
0x0145: COMPRESSOR_SIZE_DISPLAY_VALUE
0x0146: COMPRESSOR_SIZE_INDEX
0x0147: COMPRESSOR_SIZE_INDEX_2
0x0148: COMPRESSOR_SIZE_LW
0x0149: COMPRESSOR_SIZE_LW_2
0x014A: COMPRESSOR_START
0x014B: COMPRESSOR_STARTUP_FREQUENCY
0x014C: COMPRESSOR_STARTUP_TIME
0x014D: COMPRESSOR_START_2
0x014E: COMPRESSOR_START_DELAY_TIME
0x0150: COMPRESSOR_STATE
0x0151: COMPRESSOR_STATE_2
0x0152: COMPRESSOR_TYPE
0x0153: COMPRESSOR_TYPE_2
0x0154: COMPRESSOR_USE_START_DELAY_TIME
0x0155: CONFIGURATION
0x0156: CONFIGURATION_BUDERUS
0x0157: COOLING_FAN_STOP_DELAY_TIME
0x0158: COUNTRY
0x015A: CPU_BOOT_COUNTER
0x015C: CRANKCASE_HEATER_BLOCK_TEMP
0x015D: CURRENT_M_VALVE
0x015E: DATE_DAY
0x015F: DATE_DAY_OF_WEEK
0x0160: DATE_HOUR
0x0161: DATE_MIN
0x0162: DATE_MONTH
0x0163: DATE_SEC
0x0164: DATE_YEAR
0x0165: DEFROST_0_DELTA_TEMPERATURE
0x0166: DEFROST_0_DELTA_TEMPERATURE_2
0x0167: DEFROST_BATTERY
0x0168: DEFROST_BATTERY_2
0x0169: DEFROST_BLOCK_DELAY_TIME
0x016A: DEFROST_BLOCK_DELAY_TIME_2
0x016B: DEFROST_CYCLE
0x016C: DEFROST_CYCLE_2
0x016D: DEFROST_CYCLE_2_CLOSING_DOWN
0x016E: DEFROST_CYCLE_CLOSING_DOWN
0x016F: DEFROST_DELAY_4_WAY_VALVE_2_SWITCH
0x0171: DEFROST_DELAY_4_WAY_VALVE_SWITCH
0x0173: DEFROST_DELAY_COMPRESSOR_2_START
0x0175: DEFROST_DELAY_COMPRESSOR_START
0x0177: DEFROST_DELTA_T12_T11
0x0179: DEFROST_DELTA_T12_T11_2
0x017B: DEFROST_DELTA_TEMPERATURE
0x017D: DEFROST_DELTA_TEMPERATURE_2
0x017F: DEFROST_DELTA_TIME
0x0181: DEFROST_DELTA_TIME_2
0x0183: DEFROST_FAN
0x0184: DEFROST_FAN_2
0x0185: DEFROST_FAN_COUNTER
0x0186: DEFROST_FAN_COUNTER_2
0x0187: DEFROST_FAN_INTERVAL_COUNTER
0x0188: DEFROST_FAN_INTERVAL_COUNTER_2
0x0189: DEFROST_FAN_TEMPERATURE_LIMIT
0x018A: DEFROST_FAN_TEMPERATURE_LIMIT_2
0x018B: DEFROST_FAN_TIME
0x018C: DEFROST_FAN_TIME_2
0x018D: DEFROST_GT11_STOP
0x018F: DEFROST_GT11_STOP_2
0x0191: DEFROST_MANUAL_START
0x0192: DEFROST_MANUAL_START_2
0x0193: DEFROST_MAX_RUNNING_TIME_BETWEEN_DEFROSTS
0x0194: DEFROST_MAX_RUNNING_TIME_BETWEEN_DEFROSTS_2
0x0195: DEFROST_MAX_TIME
0x0196: DEFROST_MAX_TIME_2
0x0197: DEFROST_MINUS10_DELTA_TEMPERATURE
0x0198: DEFROST_MINUS10_DELTA_TEMPERATURE_2
0x0199: DEFROST_MINUS20_DELTA_TEMPERATURE
0x019A: DEFROST_MINUS20_DELTA_TEMPERATURE_2
0x019B: DEFROST_OUT_START_TEMPERATURE
0x019C: DEFROST_OUT_START_TEMPERATURE_2
0x019D: DEFROST_PLUS10_DELTA_TEMPERATURE
0x019E: DEFROST_PLUS10_DELTA_TEMPERATURE_2
0x019F: DEFROST_QUIT_DELAY_TIME
0x01A1: DEFROST_QUIT_DELAY_TIME_2
0x01A3: DEFROST_REQUEST
0x01A4: DEFROST_REQUEST_2
0x01A5: DHW_BLOCKED
0x01A6: DHW_BLOCK_SWITCH_TO_HEATING
0x01A7: DHW_CALCULATED_E21_T3_START_TEMP_SEC_PER_TENTH_ADJ
0x01A9: DHW_CALCULATED_E22_T3_START_TEMP_SEC_PER_TENTH_ADJ
0x01AB: DHW_CALCULATED_SETPOINT_TEMP
0x01AD: DHW_CALCULATED_SETPOINT_TEMP_OFFSET
0x01AF: DHW_CALCULATED_T3_DHW_LOADING_INTERVAL
0x01B0: DHW_CALCULATED_T3_START_TEMP_MIN_VALUE
0x01B2: DHW_COMPRESSOR_GT8DIFF_FREQUENCY_MAX
0x01B3: DHW_COMPRESSOR_GT8DIFF_FREQUENCY_MIN
0x01B4: DHW_COMPRESSOR_GT8DIFF_GT8_MAX
0x01B5: DHW_COMPRESSOR_GT8DIFF_GT8_MIN
0x01B6: DHW_COMPRESSOR_HEATING_FREQUENCY_MAX
0x01B7: DHW_COMPRESSOR_HEATING_FREQUENCY_MIN
0x01B8: DHW_COMPRESSOR_HEATING_GT2_MAX
0x01B9: DHW_COMPRESSOR_HEATING_GT2_MIN
0x01BA: DHW_E21_CALCULATED_TEMP
0x01BC: DHW_E21_COMPRESSOR_TEMPORARY_STOP
0x01BD: DHW_E21_COMPRESSOR_TEMPORARY_STOP_DELAY
0x01BE: DHW_E21_COMPRESSOR_TEMPORARY_STOP_DIFF
0x01BF: DHW_E21_COMPRESSOR_TEMPORARY_STOP_SAVED_GT3
0x01C1: DHW_E21_QUICK_RESTART_SAVED_TEMP
0x01C3: DHW_E21_QUICK_RESTART_TRIGG
0x01C4: DHW_E21_T3_TEMP_WHEN_DONE
0x01C6: DHW_E21_TARGET_LOADING_FLOW_ADJ_TEMP
0x01C8: DHW_E21_TARGET_LOADING_FLOW_TEMP
0x01CA: DHW_E21_TARGET_LOADING_RETURN_ADJ_TEMP
0x01CC: DHW_E21_TARGET_LOADING_RETURN_TEMP
0x01CE: DHW_E22_CALCULATED_TEMP
0x01D0: DHW_E22_COMPRESSOR_TEMPORARY_STOP
0x01D1: DHW_E22_COMPRESSOR_TEMPORARY_STOP_DELAY
0x01D2: DHW_E22_COMPRESSOR_TEMPORARY_STOP_DIFF
0x01D3: DHW_E22_COMPRESSOR_TEMPORARY_STOP_SAVED_GT3
0x01D5: DHW_E22_QUICK_RESTART_SAVED_TEMP
0x01D7: DHW_E22_QUICK_RESTART_TRIGG
0x01D8: DHW_E22_T3_TEMP_WHEN_DONE
0x01DA: DHW_E22_TARGET_LOADING_FLOW_ADJ_TEMP
0x01DC: DHW_E22_TARGET_LOADING_FLOW_TEMP
0x01DE: DHW_E22_TARGET_LOADING_RETURN_ADJ_TEMP
0x01E0: DHW_E22_TARGET_LOADING_RETURN_TEMP
0x01E2: DHW_EXTERN_BLOCKED
0x01E3: DHW_EXTERN_BLOCK_BY_E21_EXT_1
0x01E4: DHW_EXTERN_BLOCK_BY_E21_EXT_2
0x01E5: DHW_EXTERN_BLOCK_BY_E22_EXT_1
0x01E6: DHW_EXTERN_BLOCK_BY_E22_EXT_2
0x01E7: DHW_GT3_START_MAX_TEMP
0x01E9: DHW_GT3_START_MAX_TEMP_2
0x01EB: DHW_GT3_START_TEMP
0x01ED: DHW_GT3_START_TEMP_2
0x01EF: DHW_GT3_START_TEMP_COMFORT
0x01F1: DHW_GT3_START_TEMP_COMFORT_2
0x01F3: DHW_GT3_START_TEMP_ECONOMY
0x01F5: DHW_GT3_START_TEMP_ECONOMY_2
0x01F7: DHW_GT3_START_TEMP_SUPER_ECONOMY
0x01F9: DHW_GT3_START_TEMP_SUPER_ECONOMY_2
0x01FB: DHW_GT3_STOP_MIN_TEMP
0x01FD: DHW_GT3_STOP_MIN_TEMP_2
0x01FF: DHW_GT3_STOP_TEMP
0x0201: DHW_GT3_STOP_TEMP_2
0x0203: DHW_GT8_STOP_MAX_TEMP
0x0205: DHW_GT8_STOP_MAX_TEMP_2
0x0207: DHW_GT8_STOP_TEMP
0x0209: DHW_GT8_STOP_TEMP_2
0x020B: DHW_GT8_STOP_TEMP_COMFORT
0x020D: DHW_GT8_STOP_TEMP_COMFORT_2
0x020F: DHW_GT8_STOP_TEMP_ECONOMY
0x0211: DHW_GT8_STOP_TEMP_ECONOMY_2
0x0213: DHW_GT8_STOP_TEMP_SUPER_ECONOMY
0x0215: DHW_GT8_STOP_TEMP_SUPER_ECONOMY_2
0x0217: DHW_GT9_NORMAL_STOP_TEMP
0x0219: DHW_GT9_NORMAL_STOP_TEMP_2
0x021B: DHW_GT9_STOP_TEMP
0x021D: DHW_GT9_STOP_TEMP_2
0x021F: DHW_MAX_TIME
0x0220: DHW_PROGRAM_1_FRI
0x0222: DHW_PROGRAM_1_MON
0x0224: DHW_PROGRAM_1_SAT
0x0226: DHW_PROGRAM_1_SUN
0x0228: DHW_PROGRAM_1_THU
0x022A: DHW_PROGRAM_1_TUE
0x022C: DHW_PROGRAM_1_WED
0x022E: DHW_PROGRAM_2_FRI
0x0230: DHW_PROGRAM_2_MON
0x0232: DHW_PROGRAM_2_SAT
0x0234: DHW_PROGRAM_2_SUN
0x0236: DHW_PROGRAM_2_THU
0x0238: DHW_PROGRAM_2_TUE
0x023A: DHW_PROGRAM_2_WED
0x023C: DHW_PROGRAM_MODE
0x023D: DHW_PROTECTIVE_ANODE_INSTALLED
0x023E: DHW_REQUEST
0x023F: DHW_REQUEST_2
0x0240: DHW_SEQUENCE_PRELOAD_COUNT
0x0241: DHW_SEQUENCE_PUSH_LOADING_TEMP_MAX
0x0242: DHW_SEQUENCE_REQUEST_TRIGG
0x0243: DHW_SEQUENCE_STATE
0x0244: DHW_SHOW_ESTIMATED_T3
0x0245: DHW_SMARTGRID_LOAD_ACTIVE
0x0246: DHW_SMARTGRID_LOAD_BY_E21_EXT_1
0x0247: DHW_SMARTGRID_LOAD_BY_E21_EXT_2
0x0248: DHW_SMARTGRID_LOAD_BY_E22_EXT_1
0x0249: DHW_SMARTGRID_LOAD_BY_E22_EXT_2
0x024A: DHW_STATE
0x024B: DHW_STATE_ECONOMY
0x024C: DHW_TIMECONTROLLED
0x024D: DHW_TIMEPROGRAM
0x024E: DHW_USER_ENABLED
0x024F: DHW_USER_ENABLED_2
0x0250: DHW_USER_SET_START_TEMP
0x0252: DHW_USER_SET_START_TEMP_2
0x0254: DIFF
0x0256: DISPLAY_BACKLIGHT_INTENSITY
0x0257: DISPLAY_CONTRAST
0x0258: DISPLAY_TESTED
0x0259: DRIFTTILLSTAND
0x025A: DRYOUT_SETPOINT_TEMP
0x025C: DST_ENABLED
0x025D: DST_OFFSET
0x025E: E31_T2_CONNECTED
0x025F: E31_T32_KORRIGERING_GLOBAL
0x0260: E71_T71_ACKNOWLEDGED
0x0261: E71_T71_CONNECTED
0x0262: E71_T71_KORRIGERING
0x0263: E71_T71_STATUS
0x0264: E71_T71_TEMP
0x0266: E71_T72_KORRIGERING
0x0267: E71_T72_STATUS
0x0268: E71_T72_TEMP
0x026A: E72_T71_ACKNOWLEDGED
0x026B: E72_T71_CONNECTED
0x026C: E72_T71_KORRIGERING
0x026D: E72_T71_STATUS
0x026E: E72_T71_TEMP
0x0270: E72_T72_KORRIGERING
0x0271: E72_T72_STATUS
0x0272: E72_T72_TEMP
0x0274: E81_T81_CONNECTED
0x0275: EEPROM_HEATING_SEASON_START_DELAY_TIME
0x0277: EEPROM_NEUTRALZON_M_VALVE_LIMIT_TIME
0x0279: ELECTRICAL_CONNECTION_400V
0x027A: ELECTRICAL_MODE
0x027B: ELECTRICAL_MODE_SELECTED
0x027C: ELSKAP_MAX
0x027D: ELSKAP_MAX_TEMP
0x027F: ELSKAP_TEMP
0x0281: EL_DHW_REQUEST
0x0282: ENABLE_HIGH_PROTECTION_HS_BY_E21_EXT_1
0x0283: ENABLE_HIGH_PROTECTION_HS_BY_E21_EXT_2
0x0284: ENABLE_HIGH_PROTECTION_HS_BY_E22_EXT_1
0x0285: ENABLE_HIGH_PROTECTION_HS_BY_E22_EXT_2
0x0286: ENVELOPE_BLOCK_ACKNOWLEDGE_TIME
0x0287: ENVELOPE_BLOCK_AFTER_DHW
0x0288: ENVELOPE_CURVE_MAX_TEMP
0x028A: ENVELOPE_CURVE_MAX_TEMP_AT_20
0x028C: ENVELOPE_CURVE_MAX_TEMP_AT_MINUS_10
0x028E: ENVELOPE_CURVE_MAX_TEMP_AT_MINUS_15
0x0290: ENVELOPE_CURVE_MAX_TEMP_AT_MINUS_20
0x0292: ENVELOPE_CURVE_MAX_TEMP_AT_MINUS_5
0x0294: ENVELOPE_CURVE_STOP
0x0295: ENVELOPE_CURVE_STOP_FUNCTION_ACTIVE
0x0296: ENVELOPE_MAX_OUTDOOR_TEMP
0x0297: ENVELOPE_MAX_TEMPERATURE
0x0298: ENVELOPE_MIN_OUTDOOR_TEMPERATURE
0x0299: ENVELOPE_STOP
0x029A: ENVELOPE_STOP_2
0x029B: ENVELOPE_STOP_HIGH_OUTDOOR_TEMP
0x029C: ENVELOPE_STOP_HOT_GAS_FUNCTION_ACTIVE
0x029D: ENVELOPE_STOP_OUTDOOR
0x029E: ENVELOPE_STOP_OUTDOOR_FUNCTION_ACTIVE
0x029F: ENVELOPE_STOP_TEMPERATURE
0x02A0: ENVELOPE_STOP_VV
0x02A1: ENVELOPE_STOP_VV_2
0x02A2: EVU_1_ACTIVATED_BY_E21_EXT_1
0x02A3: EVU_1_ACTIVATED_BY_E21_EXT_2
